101 10000
27 89 61
31 32 64
78 42 92
48 92 90
22 28 71
35 40 61
72 76 81
97 19 100
4 34 36
74 41 69
6 89 81
49 36 48
18 32 4
27 84 98
57 86 39
48 33 65
11 75 27
55 93 90
22 39 57
82 56 100
53 2 85
17 18 50
17 98 24
2 23 64
82 92 70
74 23 62
77 88 11
35 17 20
38 16 90
23 63 4
78 48 35
79 88 71
54 35 82
2 63 60
85 10 66
12 26 34
45 55 30
38 33 23
86 44 94
14 13 45
19 50 56
33 19 38
62 20 82
58 59 28
95 70 17
11 28 85
74 83 80
20 22 83
16 99 19
85 34 64
92 46 31
85 66 95
88 73 4
39 100 30
50 84 54
35 3 6
16 72 39
76 98 40
9 20 40
74 63 84
48 50 80
82 84 20
12 59 55
85 100 51
13 43 44
96 86 49
26 83 91
3 66 34
99 84 81
30 22 44
34 40 95
8 58 53
79 21 97
73 21 80
64 19 95
3 85 15
83 46 58
76 25 67
12 36 37
37 56 15
17 98 77
46 21 19
25 90 90
86 33 85
40 52 30
42 44 84
7 11 47
10 48 29
71 52 66
14 95 47
61 13 89
60 30 51
41 53 23
30 74 20
55 61 77
74 41 2
38 12 22
4 49 68
92 79 87
94 12 70
23 64 13
67 93 77
65 75 40
44 20 15
93 9 22
72 7 19
69 70 26
43 45 15
78 43 87
99 76 84
33 41 99
28 96 100
24 10 11
45 81 98
52 9 63
58 34 63
46 100 73
9 42 1
46 59 29
78 64 99
97 48 7
67 78 67
9 40 71
76 56 29
94 28 17
90 86 25
39 33 64
13 66 98
81 85 8
34 1 21
74 99 52
58 78 69
64 17 5
49 80 47
94 48 61
61 26 67
13 42 87
90 86 28
82 76 94
88 81 35
52 89 83
47 51 47
27 60 23
11 36 95
33 39 77
36 8 4
94 76 89
31 70 71
34 28 83
88 68 40
1 69 93
52 73 80
45 21 25
20 66 50
31 41 30
85 62 4
56 8 47
12 82 51
70 28 89
54 66 34
80 60 87
39 62 37
3 9 98
66 68 42
85 100 90
2 30 30
71 60 30
17 37 46
1 32 60
20 21 15
31 76 36
72 76 23
68 32 38
97 89 26
24 7 83
57 61 67
47 69 19
41 27 93
31 39 68
43 21 89
40 23 27
92 77 51
85 45 14
94 87 83
89 19 51
37 82 49
82 36 90
32 23 69
52 70 24
6 13 5
9 9 20
46 85 77
57 64 33
7 43 87
68 35 94
67 30 78
92 8 83
51 26 69
8 87 51
56 95 80
34 25 48
28 8 89
48 71 32
34 58 91
30 90 30
31 55 67
36 58 16
33 89 74
88 69 1
31 5 76
22 50 100
82 4 28
95 58 88
85 49 69
5 84 10
9 41 28
66 23 71
36 16 54
68 33 96
21 100 73
58 41 25
4 90 66
45 51 53
1 15 28
33 44 82
1 4 93
100 48 45
10 80 4
73 81 55
44 80 80
76 47 67
86 59 97
45 71 30
5 77 50
28 32 78
77 77 59
99 27 68
84 42 41
65 64 40
53 40 68
20 72 5
19 57 76
96 46 73
11 66 96
17 31 44
82 67 84
9 81 84
70 39 65
100 81 95
74 82 57
69 27 71
39 98 41
17 28 24
60 96 51
63 95 69
95 62 56
78 32 79
12 84 92
19 55 44
94 100 47
79 22 32
5 95 5
92 5 92
69 49 48
63 11 30
72 73 91
89 43 75
44 14 21
43 9 34
53 33 96
37 17 3
52 65 12
91 58 14
53 74 74
55 59 100
16 1 4
68 27 62
98 87 53
98 49 7
30 90 1
94 78 84
61 87 99
57 76 35
84 61 88
60 93 43
73 21 66
52 39 94
22 70 22
15 70 93
52 89 92
52 57 84
24 45 88
99 41 83
81 12 49
94 35 46
79 78 91
62 51 14
13 57 41
93 74 88
52 25 25
71 37 57
9 91 25
14 29 58
64 52 21
77 58 23
80 45 86
49 94 61
33 59 9
68 100 64
37 33 78
23 23 41
41 4 100
48 50 88
6 60 48
71 78 53
46 94 69
43 36 11
34 65 62
74 70 1
37 16 96
23 22 72
27 59 85
61 36 7
5 47 66
51 49 73
61 94 62
49 55 43
41 10 53
48 93 21
97 23 72
79 34 10
100 78 17
72 75 32
21 34 81
39 77 23
25 63 90
74 49 65
91 72 2
48 12 97
58 43 49
54 30 66
50 85 90
66 31 29
6 69 3
45 61 6
32 16 30
83 59 30
4 69 1
76 20 39
45 83 15
96 64 87
3 78 4
3 50 74
63 10 72
25 96 100
96 10 54
88 43 72
59 61 35
6 73 42
85 82 72
99 73 4
70 86 84
71 15 8
65 67 34
46 23 78
52 23 84
59 45 3
41 94 15
28 54 75
1 14 33
43 33 16
25 23 76
87 89 41
33 38 23
22 89 92
78 6 45
80 73 33
92 7 56
45 7 25
90 98 85
94 19 23
89 22 53
81 87 23
85 52 22
25 85 71
8 36 88
70 50 63
63 47 95
77 79 88
84 100 1
29 81 70
35 58 54
28 30 9
40 7 95
61 58 78
40 80 89
78 60 93
50 90 85
92 4 46
1 68 96
56 70 29
63 89 80
96 43 59
23 30 19
11 55 80
31 88 45
7 93 98
30 42 24
66 47 90
34 28 40
89 53 51
17 44 69
80 59 25
41 40 81
93 58 3
20 68 80
64 29 88
93 41 2
65 22 64
85 40 95
69 75 75
89 57 30
1 3 90
100 91 58
69 95 18
25 66 94
26 19 73
81 15 52
3 85 5
90 72 31
93 20 20
34 89 65
100 38 7
92 50 92
46 75 52
14 45 74
43 39 21
86 73 54
76 21 96
63 41 43
88 19 54
4 42 10
38 7 25
27 94 99
9 29 62
90 23 47
3 76 65
45 40 34
46 13 68
33 8 85
16 85 66
79 91 38
17 85 63
35 34 89
67 66 82
98 84 44
91 5 17
84 88 42
22 18 34
9 71 85
2 74 11
53 82 85
6 62 35
72 13 6
41 33 98
38 39 18
56 40 43
68 99 46
11 21 35
54 65 3
36 94 22
70 95 89
22 67 15
34 96 41
60 7 67
81 59 98
54 95 49
38 64 33
30 61 89
2 24 38
72 29 72
45 81 1
4 65 1
53 49 63
29 26 58
25 39 89
65 24 71
89 2 69
90 48 82
90 75 14
12 80 75
6 17 90
31 84 17
69 81 20
73 10 42
29 86 70
8 32 79
47 91 39
40 63 39
29 8 4
55 79 48
30 66 78
96 71 26
47 31 52
70 62 2
21 93 31
59 68 82
43 71 12
31 48 9
90 11 25
20 9 5
59 70 27
75 25 39
68 3 4
63 54 62
75 74 91
41 13 23
89 8 76
71 38 94
60 89 91
43 11 21
11 57 4
42 78 87
37 17 20
27 4 8
12 34 74
27 16 70
33 98 72
34 87 84
74 97 58
6 72 23
44 10 48
26 47 56
81 1 25
46 63 63
12 12 42
41 62 17
54 53 98
38 14 96
100 34 53
70 22 26
41 2 11
65 27 13
9 61 51
39 58 93
54 84 59
44 67 25
15 71 71
32 74 88
84 75 1
41 46 59
92 73 100
2 50 23
29 3 66
13 71 2
27 7 35
29 10 78
13 67 43
51 27 91
4 93 2
98 61 92
7 92 8
1 71 62
21 57 71
99 20 55
99 57 29
51 63 78
67 71 82
7 90 21
37 12 40
82 61 24
82 98 59
24 41 23
13 73 5
30 44 45
23 44 85
47 90 79
45 5 24
39 25 91
6 75 45
99 13 86
95 78 77
30 54 16
11 72 47
2 70 80
46 46 43
3 42 34
64 30 70
30 42 89
28 24 88
99 84 24
4 42 83
61 98 48
35 41 82
18 16 60
49 74 87
34 96 40
27 71 27
54 66 40
98 40 47
83 38 2
65 49 23
54 29 14
96 39 76
30 75 32
1 71 67
6 85 40
38 16 96
55 68 23
28 68 33
81 13 49
49 83 65
24 68 36
96 2 60
57 45 78
70 83 54
49 89 19
52 70 59
70 5 24
14 73 44
48 66 51
27 5 66
1 83 10
90 78 14
73 72 36
55 91 28
97 15 12
32 33 32
4 46 26
14 15 54
6 83 30
27 92 27
77 44 46
46 57 79
85 92 21
98 3 68
81 10 84
18 66 33
47 67 65
67 5 82
25 84 17
31 92 38
29 55 53
61 60 76
69 25 52
79 92 55
95 81 95
3 28 62
42 61 17
16 48 38
71 57 58
49 72 88
15 65 25
21 76 80
9 71 42
4 92 40
88 93 96
39 40 71
34 38 79
70 84 54
94 49 11
98 7 83
74 70 54
10 96 50
97 93 57
80 61 49
97 88 32
93 26 88
40 32 19
15 36 73
50 60 100
5 43 10
39 90 52
51 32 12
14 94 78
97 38 44
63 60 35
2 44 96
58 86 59
73 45 85
74 7 3
2 26 30
27 20 43
34 90 75
43 87 46
32 53 61
53 95 44
26 10 4
98 55 10
42 88 51
2 76 56
12 36 81
24 94 49
37 32 64
62 64 100
50 24 55
27 66 69
93 57 27
16 14 63
43 77 86
34 8 25
37 6 2
74 40 33
70 3 45
76 22 90
22 94 49
13 29 91
90 17 37
23 30 86
59 61 88
93 34 34
62 54 99
21 58 42
77 79 29
64 18 47
94 91 82
76 89 7
19 95 27
20 100 97
52 2 51
36 84 48
30 83 29
13 59 71
13 75 33
53 30 13
62 18 76
98 52 86
91 84 12
36 83 22
8 96 85
91 92 84
27 59 90
100 92 36
74 83 23
79 27 80
19 22 47
33 30 63
36 33 7
43 57 31
43 25 89
2 78 71
33 43 24
58 48 6
30 61 2
86 52 4
66 85 68
89 46 69
9 44 30
73 96 23
7 23 75
33 17 47
69 31 76
15 72 35
5 82 1
79 85 37
37 65 12
2 2 84
50 76 60
91 76 41
10 72 92
5 67 22
36 79 69
24 56 30
4 70 99
88 75 7
14 94 38
91 80 96
98 40 93
16 14 87
79 100 8
43 47 59
87 54 17
92 46 57
63 60 46
57 56 46
21 24 81
56 15 32
68 9 53
96 55 6
8 96 49
63 16 94
16 79 86
65 95 43
89 39 55
50 63 74
5 16 56
17 95 60
24 64 87
84 79 65
67 48 33
13 15 42
29 18 65
84 100 39
62 32 44
33 44 24
34 64 77
78 44 57
50 79 3
39 5 54
97 90 26
66 44 46
76 56 38
59 47 25
8 83 69
100 30 46
90 33 34
47 2 85
83 7 82
94 1 69
59 28 55
74 56 92
20 70 32
66 9 92
20 5 56
63 39 66
39 20 79
71 97 77
6 83 30
40 40 97
67 70 99
15 25 39
24 17 60
75 50 43
37 82 34
33 17 72
96 100 48
12 38 80
46 91 55
44 68 50
65 59 20
92 36 97
55 28 71
74 99 51
32 8 28
60 66 33
19 54 59
64 60 68
50 37 42
28 5 80
88 70 98
25 92 51
74 60 100
40 17 86
66 69 94
32 92 18
88 4 97
46 47 28
91 1 53
65 91 72
3 84 28
85 90 99
88 88 44
56 30 77
21 59 33
91 39 28
71 17 10
89 48 18
28 74 15
82 64 34
93 48 55
98 27 59
92 96 72
65 32 72
53 64 60
33 20 51
15 43 35
95 65 9
53 93 28
98 70 99
89 82 74
68 85 50
74 22 70
89 90 16
67 8 71
91 18 20
27 39 24
98 23 56
21 38 41
39 63 69
19 57 30
42 17 32
96 5 9
18 51 38
3 39 15
52 44 59
8 76 86
35 1 90
66 54 94
46 4 84
42 27 45
16 61 86
99 23 6
60 94 19
28 28 79
83 57 91
45 36 45
11 73 80
3 2 89
40 74 55
91 4 32
40 62 27
53 66 68
90 87 37
82 69 2
83 29 67
59 11 62
27 1 57
48 99 80
80 75 75
89 27 29
91 98 59
57 97 42
69 37 51
67 38 35
95 32 99
69 98 32
97 48 8
37 15 12
13 46 2
54 40 43
36 98 22
32 21 17
63 100 61
32 81 82
23 41 2
47 6 21
61 51 20
66 33 37
30 53 75
62 20 22
42 85 52
8 81 5
89 58 33
55 70 35
50 77 61
77 7 34
76 59 88
39 97 89
63 55 84
74 47 12
1 96 22
44 37 13
4 87 63
9 70 10
19 98 56
8 48 19
57 88 45
36 100 38
91 31 44
2 12 11
5 74 24
1 16 50
46 78 17
74 92 84
89 73 39
61 45 29
84 87 61
53 76 8
77 18 29
70 61 38
55 20 40
51 78 55
100 28 39
4 94 5
95 51 89
94 53 68
33 58 9
62 18 47
58 66 49
50 25 69
33 64 23
14 2 7
3 17 79
91 19 74
100 55 37
67 59 76
66 40 34
34 15 35
50 45 41
47 8 23
46 42 13
16 31 75
63 6 61
1 41 36
95 6 90
95 67 67
11 20 69
54 22 83
49 65 31
82 45 96
97 89 94
81 64 67
85 32 74
72 89 56
45 86 96
78 87 42
49 40 34
11 10 92
61 5 41
67 34 50
55 20 9
16 83 27
81 41 98
99 80 84
58 4 79
23 65 2
95 95 36
75 57 52
56 27 63
37 62 50
51 86 50
34 59 20
18 75 42
62 93 88
11 92 97
6 45 10
75 37 10
55 37 92
94 12 8
100 63 42
88 5 82
29 44 71
44 15 61
5 44 79
13 7 51
46 75 43
93 48 89
2 50 73
64 69 49
37 23 79
58 42 55
66 56 46
85 9 85
74 71 3
87 48 98
31 18 58
55 28 53
32 3 92
54 50 72
64 77 6
8 54 21
15 84 56
63 32 33
63 63 40
92 13 34
4 14 46
69 19 3
2 2 91
6 87 100
49 28 49
27 17 90
35 21 47
44 79 88
13 72 29
16 6 22
57 64 95
73 89 42
19 89 44
8 5 39
4 68 78
68 19 64
68 54 88
94 98 82
15 77 97
87 77 77
61 80 21
15 66 33
96 5 88
7 92 57
82 65 56
59 77 91
79 62 86
85 49 41
89 81 57
87 50 6
11 34 17
49 23 74
98 1 28
67 80 29
53 68 58
29 42 25
10 90 100
92 57 57
22 20 42
86 53 39
25 4 71
73 8 25
18 99 89
11 76 79
2 7 78
95 79 66
78 26 90
7 15 34
88 89 18
78 60 21
54 24 81
69 25 54
98 41 51
39 17 82
89 83 100
85 43 84
53 50 2
64 13 62
58 62 40
37 83 1
22 57 45
56 85 68
64 48 35
43 27 12
91 25 43
10 53 81
50 45 83
60 58 32
71 79 93
45 60 95
90 12 88
38 59 82
18 99 41
80 84 97
39 57 66
9 40 42
58 80 25
83 66 96
25 27 73
100 43 99
17 11 41
8 78 37
51 22 70
86 20 95
55 52 97
13 69 30
25 63 32
44 10 93
39 12 42
10 44 42
43 92 41
42 56 52
19 47 10
20 10 83
100 99 76
33 87 76
53 92 71
24 45 69
80 79 18
5 67 29
45 47 10
86 84 43
81 44 73
81 34 73
45 94 35
58 52 92
79 97 91
51 91 70
40 84 39
77 11 75
44 40 12
84 63 46
10 6 95
77 39 95
48 56 39
52 28 69
57 76 41
85 26 11
23 95 43
85 53 95
99 37 82
99 36 38
67 4 30
65 86 56
83 44 45
96 47 71
99 91 81
82 94 82
9 69 35
11 51 57
79 68 65
24 71 44
28 65 11
69 99 3
7 31 31
27 44 19
12 51 27
27 73 72
100 22 5
89 73 28
4 66 67
49 5 35
78 48 98
84 23 2
74 73 64
6 6 97
87 65 39
34 69 72
45 47 66
92 15 41
87 8 44
80 47 92
18 36 16
13 76 97
72 55 49
67 98 98
52 73 59
94 24 46
42 92 71
55 73 29
36 65 79
46 47 73
80 26 35
10 51 88
43 99 46
2 76 8
62 62 10
47 67 80
47 69 93
3 51 100
46 65 56
9 42 80
47 94 89
85 56 89
8 49 4
58 55 60
84 70 17
9 79 58
38 89 51
41 86 88
80 98 97
27 61 8
94 62 43
56 17 33
50 51 19
94 48 97
4 82 66
9 67 63
4 89 39
95 54 32
73 26 94
54 84 94
60 34 50
82 9 32
24 62 19
23 30 3
59 17 68
8 17 39
45 52 31
98 30 99
54 63 11
28 16 61
10 95 39
95 52 100
74 25 25
15 74 22
15 1 43
63 36 47
61 30 93
23 75 81
43 48 33
30 79 37
82 58 18
63 39 74
67 57 5
64 57 69
72 46 69
8 2 26
16 54 83
67 28 9
85 96 14
94 96 69
71 41 82
81 25 32
96 39 37
2 46 13
93 83 2
81 46 3
65 49 3
24 60 67
26 91 50
92 95 34
59 61 1
31 64 66
40 49 100
56 38 50
54 52 77
1 84 61
25 29 23
51 32 88
52 99 49
85 17 49
14 92 96
27 37 66
82 70 72
25 77 94
19 72 63
76 3 55
49 85 82
46 2 43
95 4 79
47 35 75
63 17 35
89 42 32
98 44 31
23 88 18
15 70 43
97 84 61
60 28 93
60 59 76
82 44 85
2 100 17
63 40 58
91 65 61
40 63 58
52 64 84
72 4 34
18 49 58
74 38 67
69 66 6
1 81 87
69 48 99
95 28 55
56 25 20
14 56 44
95 71 76
93 26 66
17 27 42
95 34 39
1 97 38
34 23 10
41 51 93
29 42 34
7 93 93
87 4 22
66 67 74
96 74 28
63 22 21
69 84 20
95 77 75
12 68 8
1 52 81
63 16 46
21 41 63
68 79 77
45 82 52
8 64 90
59 86 2
80 58 88
48 16 84
70 21 85
46 5 83
73 78 22
75 30 58
43 97 64
69 53 35
94 27 68
18 54 12
78 66 52
82 25 35
29 48 86
44 47 75
2 27 73
5 35 31
73 63 11
81 17 87
62 41 44
54 49 35
34 15 86
58 5 64
50 20 90
12 77 73
87 16 11
86 61 26
81 56 35
60 3 16
79 51 38
47 87 9
33 17 54
34 27 90
91 94 92
96 15 46
10 22 8
18 55 12
90 26 86
42 40 30
8 46 59
68 90 39
22 51 64
87 48 51
25 59 77
96 1 34
68 84 43
47 41 85
12 27 8
26 89 11
69 43 64
74 66 1
7 81 18
71 67 89
81 93 12
36 11 59
39 31 85
66 3 51
37 31 18
82 69 31
34 43 95
20 46 84
63 41 78
46 55 50
30 85 29
74 45 22
24 53 58
8 6 30
100 17 7
16 50 44
91 27 87
36 91 98
29 67 43
9 16 86
10 20 69
27 51 57
97 73 8
65 37 51
42 92 79
80 51 77
1 95 29
37 79 65
50 96 26
47 16 36
29 72 33
49 29 67
66 61 14
43 21 94
25 58 51
64 30 54
33 75 88
90 38 29
6 83 28
47 10 9
90 28 1
81 97 51
68 94 61
62 36 19
82 33 56
78 1 58
51 44 15
61 68 59
7 58 39
72 11 4
51 75 85
52 35 5
28 50 67
75 66 82
65 2 7
76 25 54
86 25 13
45 37 55
40 31 19
94 50 90
36 94 20
58 7 68
65 62 95
47 3 95
59 27 65
79 85 60
83 57 53
82 27 28
6 3 82
88 100 7
35 30 65
81 69 36
67 84 95
47 3 22
19 85 1
86 22 25
33 73 28
77 11 5
62 67 5
2 23 12
85 100 37
74 34 17
97 75 21
43 87 84
56 96 73
55 100 24
49 2 84
92 58 69
6 34 54
48 76 44
74 27 9
78 86 96
4 47 74
21 95 80
53 13 77
42 59 43
92 1 90
60 64 73
32 12 82
36 85 39
86 95 12
49 55 1
50 46 90
97 53 85
96 44 20
41 61 43
44 34 4
28 28 6
96 13 34
84 49 100
35 24 66
4 32 16
13 35 63
62 92 63
6 11 50
13 66 33
29 16 62
90 29 84
23 58 36
22 4 23
35 64 42
3 36 95
22 54 46
9 35 42
75 93 58
28 9 39
69 38 38
91 97 26
82 95 43
10 95 93
61 84 57
68 20 37
2 14 48
47 43 70
58 51 100
46 64 54
46 9 19
87 84 11
32 26 23
44 96 55
43 31 65
19 26 61
8 93 25
45 7 28
88 7 71
87 81 67
97 91 100
52 94 24
24 80 12
98 11 98
29 89 4
72 95 14
82 65 44
4 65 72
18 7 71
32 47 18
7 61 2
38 68 25
75 49 75
40 63 38
36 23 97
17 57 78
88 65 17
83 20 30
41 89 41
84 57 1
8 95 33
20 43 97
11 31 26
1 20 80
5 54 6
67 83 34
46 32 70
58 93 77
62 4 65
50 93 1
35 83 30
16 100 57
26 22 21
61 56 36
93 65 95
16 60 64
35 38 74
35 58 27
25 81 6
61 64 55
56 78 10
33 2 35
94 83 28
90 82 17
38 77 65
68 26 25
74 50 92
37 62 21
7 99 62
23 95 88
72 47 17
64 61 32
85 86 64
80 77 89
55 28 78
2 40 40
76 87 38
18 63 13
72 49 86
9 77 29
83 46 54
99 81 14
67 62 67
9 98 24
12 86 60
31 33 49
25 65 98
75 2 50
5 82 92
74 6 95
13 27 58
9 33 7
8 22 93
6 72 86
98 62 14
87 82 96
93 7 19
58 49 94
58 17 28
56 92 14
74 21 57
22 50 46
23 21 64
95 66 58
45 23 71
43 43 27
56 12 86
8 45 11
32 97 65
45 84 15
10 18 83
4 78 26
65 76 4
24 79 21
17 24 93
73 97 88
83 54 6
42 66 83
19 99 56
6 42 97
61 33 18
55 38 91
9 93 16
93 96 92
83 57 44
49 62 86
91 7 19
6 56 10
36 24 71
56 51 46
42 90 79
65 34 96
6 72 90
26 91 98
35 42 38
85 85 96
35 93 100
78 59 63
44 65 4
69 68 26
63 6 26
93 62 5
66 76 57
70 10 45
74 56 48
21 4 25
13 2 59
56 84 100
46 44 90
21 54 48
52 28 7
57 2 19
75 12 43
59 5 66
47 96 94
42 10 74
97 6 9
41 29 32
72 89 78
23 43 74
60 30 9
38 41 64
85 77 10
8 55 75
13 89 97
94 6 58
32 89 2
39 14 69
37 53 87
33 44 67
82 27 17
8 99 59
44 89 14
40 87 11
70 82 86
87 25 69
49 33 83
72 78 25
60 49 98
35 7 14
100 34 74
24 69 68
63 65 49
58 30 83
95 92 64
33 15 98
19 63 97
84 93 72
89 84 67
55 13 33
51 67 20
49 16 88
53 74 74
32 35 44
45 58 56
28 65 94
46 63 28
78 26 37
62 6 54
83 95 39
2 22 33
10 44 80
6 43 16
28 5 77
77 17 98
7 60 85
26 78 7
71 40 15
83 98 24
63 60 51
87 14 24
81 93 14
33 53 66
75 5 29
28 3 96
74 92 69
62 4 99
31 21 12
19 36 56
86 50 14
15 76 24
33 99 67
24 54 38
6 25 7
72 63 77
18 8 9
60 70 37
70 91 33
32 49 79
2 92 54
1 65 18
71 77 69
100 2 50
36 8 95
70 41 4
39 45 22
89 4 19
17 23 22
5 76 68
32 39 90
58 81 2
25 4 16
11 35 78
20 46 38
24 98 39
38 14 50
21 34 27
14 20 27
42 71 23
90 55 88
85 17 27
13 100 34
61 93 62
89 19 68
82 81 80
87 35 79
61 94 9
51 80 31
16 85 34
63 78 34
5 80 15
86 32 52
10 31 30
92 15 91
36 37 40
35 25 89
53 9 5
58 17 1
51 17 80
46 3 39
25 31 5
33 12 62
24 6 46
67 10 88
30 51 78
64 39 67
96 23 41
79 72 55
100 90 91
79 91 97
52 1 31
84 91 54
25 82 74
85 43 65
99 55 35
47 18 88
97 77 62
14 33 22
51 2 42
98 49 70
52 64 61
79 99 35
42 65 100
39 33 67
39 41 80
50 20 68
42 85 12
70 55 85
38 14 92
44 86 99
54 69 5
71 36 30
61 41 40
49 72 39
62 2 88
50 71 68
51 98 52
90 68 9
58 69 42
76 61 61
58 85 96
57 45 81
23 59 31
77 10 18
48 98 49
28 50 13
24 75 56
35 43 59
98 61 81
98 75 1
15 43 81
23 16 63
62 20 59
37 44 14
28 14 5
59 59 15
3 100 42
26 96 18
31 44 94
67 51 36
10 68 35
30 30 40
63 56 54
81 16 91
86 45 20
41 14 69
40 27 7
82 45 73
83 56 100
14 92 13
79 43 54
15 27 27
64 34 57
13 84 46
74 16 92
81 71 3
50 65 59
86 8 79
51 28 13
73 45 21
97 54 56
54 89 75
87 27 29
91 53 84
1 75 63
48 70 48
15 42 30
68 11 6
85 68 7
84 48 80
38 99 13
34 28 16
83 78 20
45 26 68
65 40 59
52 7 62
14 10 17
51 9 94
12 22 25
69 93 23
30 85 92
31 70 33
58 41 93
20 12 69
15 54 56
51 37 53
58 74 14
32 98 72
15 96 28
98 71 92
77 63 5
15 7 35
19 42 5
35 29 94
87 45 35
26 44 54
62 39 1
82 58 51
33 4 95
8 30 94
42 30 82
41 32 76
19 4 36
12 73 35
62 56 34
94 2 70
96 1 44
89 1 67
99 13 95
3 15 61
4 8 69
21 52 100
60 63 24
43 81 94
67 13 92
3 86 96
88 11 89
27 38 1
86 61 66
29 57 77
85 72 84
23 36 4
2 44 40
16 58 14
2 51 23
98 21 64
31 90 31
30 92 41
24 33 75
7 7 2
28 30 48
87 63 28
23 4 35
12 80 99
51 26 38
67 60 15
7 63 49
8 58 93
23 85 38
46 57 33
2 85 22
62 73 15
20 60 4
74 38 56
53 77 21
8 80 30
95 53 81
70 93 83
84 28 97
37 98 64
65 97 61
72 79 4
45 18 18
98 24 38
4 30 18
98 26 71
76 34 90
27 98 74
10 89 92
13 42 90
52 100 7
41 94 43
7 70 59
9 9 60
3 40 16
73 41 22
14 85 62
92 24 45
77 55 100
87 16 63
3 19 1
80 100 94
41 83 70
38 63 18
34 14 57
23 99 71
83 92 85
72 68 93
29 36 73
78 93 86
28 24 59
8 3 97
87 39 55
17 7 21
67 87 11
40 46 97
63 31 31
2 42 68
52 74 3
99 91 39
76 60 27
12 12 79
99 37 11
72 85 60
14 17 76
12 27 51
36 25 24
26 48 29
61 24 37
77 16 39
6 41 90
39 27 30
9 90 32
27 32 12
1 86 21
13 56 8
3 49 2
3 19 10
81 45 75
64 94 90
76 27 91
91 50 22
54 6 95
87 73 41
22 97 30
16 91 49
94 49 89
74 56 25
41 61 18
30 64 19
96 67 40
65 49 63
4 71 59
42 23 17
72 37 74
51 29 98
47 53 86
14 30 20
37 81 26
50 55 3
24 16 96
22 90 32
15 57 90
64 25 13
94 54 12
53 32 71
99 15 40
34 15 56
51 13 81
27 90 11
80 96 18
25 43 23
44 26 38
71 90 81
80 2 87
70 78 3
55 36 9
25 64 14
2 34 9
24 12 27
41 45 78
31 48 7
54 29 93
84 22 87
62 51 69
45 63 5
10 46 69
28 41 60
50 63 86
16 87 5
58 100 19
54 29 58
12 8 53
10 75 4
45 71 62
95 93 56
68 13 14
77 50 51
52 78 67
98 7 39
90 63 95
88 9 15
78 92 88
39 4 20
80 85 98
85 55 67
45 100 94
12 74 54
4 27 3
5 70 24
9 81 83
94 90 27
8 25 58
76 80 83
28 12 42
37 72 86
77 96 83
55 51 10
73 84 61
29 32 64
25 48 95
31 19 77
19 100 82
68 30 50
88 88 94
91 88 61
50 42 85
12 23 3
86 33 96
6 11 60
69 41 37
96 62 50
77 23 69
57 68 20
62 65 39
15 14 88
93 21 75
71 19 30
17 9 34
97 26 78
95 87 60
43 62 3
22 37 66
74 89 23
86 54 47
56 26 79
13 8 72
53 21 27
47 38 75
2 5 85
2 24 54
16 83 23
52 100 38
57 94 25
27 39 65
89 64 80
42 57 38
16 84 16
88 11 29
14 67 54
72 46 18
22 48 52
95 23 88
46 78 25
37 51 15
99 7 60
17 58 90
39 12 39
70 66 38
98 56 99
39 1 20
31 53 78
19 50 9
40 65 28
6 5 70
48 66 67
28 48 52
57 1 11
85 62 33
19 69 70
35 71 75
6 52 20
6 38 56
7 41 33
17 39 61
78 57 35
53 44 2
38 62 66
65 44 92
58 87 91
46 12 2
46 100 64
88 57 9
4 82 89
14 20 20
53 57 73
22 22 62
80 60 7
41 23 26
96 27 1
55 21 43
22 39 95
25 14 19
95 14 98
78 100 99
22 65 40
84 56 2
81 22 85
76 43 22
32 12 67
26 16 74
92 71 23
22 19 16
88 100 5
29 36 56
93 74 19
66 15 51
57 44 77
64 20 92
76 12 53
13 24 83
18 20 1
14 78 18
58 8 49
82 59 100
78 74 54
91 66 74
83 46 50
84 100 30
30 75 10
89 7 16
39 92 80
82 30 33
31 95 88
40 9 52
94 7 6
5 50 21
39 94 15
64 85 31
76 56 80
46 98 17
78 77 27
48 76 63
41 71 73
25 11 50
32 88 11
4 66 44
22 86 86
95 88 83
87 28 74
55 29 84
42 80 33
13 32 5
72 15 84
69 17 97
27 5 7
94 62 41
4 70 96
58 24 1
91 70 2
65 59 85
71 98 62
89 7 25
55 45 55
70 92 35
70 45 61
54 69 12
79 42 83
51 40 67
64 50 59
82 94 22
54 44 75
11 14 38
50 38 73
66 4 73
53 91 21
50 77 97
60 43 93
83 5 40
51 72 90
54 57 46
64 37 40
63 64 96
24 43 29
78 13 23
22 13 70
58 12 62
14 78 16
20 97 86
98 19 36
97 27 87
64 29 28
46 6 77
89 92 42
78 38 20
70 58 50
59 35 99
51 61 18
42 31 85
24 40 20
53 23 39
23 60 3
63 32 71
22 33 100
81 2 39
39 71 25
91 34 31
76 56 100
26 67 59
40 2 47
78 27 28
87 51 36
82 11 23
21 12 77
62 32 4
91 11 34
54 55 6
1 81 63
2 84 16
99 38 52
10 94 80
1 78 10
47 67 12
65 24 11
97 90 53
55 4 44
2 42 98
38 61 22
62 6 54
25 91 99
71 44 81
6 95 32
35 10 48
95 84 93
53 15 92
53 30 96
63 3 68
62 7 48
22 86 64
8 45 35
54 33 66
77 56 71
90 24 20
60 53 90
14 81 85
79 54 9
30 46 93
2 98 58
7 22 9
1 54 45
29 67 23
